Year,Expt,Location,plot,rep,variety_num,variety,mngmt,management,weight_lbs,Percent_Moisture,Yield_bushels_acre,Yield_kg_hect,Test_weight_lbs_bu,Test_weight_kg_hL,seed_weight_250g,TKW_g,Height_in,Lodging,Stripe_Rust_DI,Stripe_Rust_DS,Stripe_Rust_DX,FHB_DI,FHB_DS,FHB_DX,DON_ppm,Lipps_Madden_1,Lipps_Madden_2
2017,17085,Arlington,222,2,9,Red Devil,1,Current,12.21,13.2,84.72,5697.42,54.6,68.25,7.8,31.2,37,1,60,20,12,0,0,0,NA,NA,NA
2017,17085,Arlington,333,3,9,Red Devil,1,Current,11.4,13.1,79.19,5325.5275,53.4,66.75,8.6,34.4,39,1,30,10,3,0,0,0,NA,NA,NA
2017,17085,Arlington,407,4,9,Red Devil,1,Current,11.14,13.1,77.38,5203.805,52.3,65.375,9.6,38.4,39,1,15,20,3,0,0,0,NA,NA,NA
2017,17085,Arlington,106,1,9,Red Devil,2,MidLevel,14.74,14.4,100.86,6782.835,55.9,69.875,9,36,42,1,10,15,1.5,0,0,0,NA,NA,NA
2017,17085,Arlington,237,2,9,Red Devil,2,MidLevel,15.32,14.9,104.21,7008.1225,56.7,70.875,8.8,35.2,37,1,15,20,3,0,0,0,NA,NA,NA
2017,17085,Arlington,315,3,9,Red Devil,2,MidLevel,16.98,15,115.37,7758.6325,57.3,71.625,9.1,36.4,39,1,10,10,1,1,1,0.01,NA,NA,NA
2017,17085,Arlington,420,4,9,Red Devil,2,MidLevel,14.75,14.5,100.81,6779.4725,55.7,69.625,8.8,35.2,44,1,20,15,3,0,0,0,NA,NA,NA
2017,17085,Arlington,141,1,9,Red Devil,3,HighLevel,14.46,14.4,98.94,6653.715,55.8,69.75,8.8,35.2,38,1,0,0,0,0,0,0,NA,NA,NA
2017,17085,Arlington,210,2,9,Red Devil,3,HighLevel,14.31,14.7,97.57,6561.5825,60.6,75.75,9.1,36.4,35,1,0,0,0,0,0,0,NA,NA,NA
2017,17085,Arlington,313,3,9,Red Devil,3,HighLevel,13.8,14.2,94.64,6364.54,55.4,69.25,8.9,35.6,35,1,1,1,0.01,0,0,0,NA,NA,NA
2017,17085,Arlington,434,4,9,Red Devil,3,HighLevel,15.84,14.8,107.88,7254.93,56.3,70.375,8.6,34.4,41,1,1,1,0.01,0,0,0,NA,NA,NA
2017,17085,Arlington,127,1,10,PR25R40,1,Current,14.93,13.3,103.47,6958.3575,52,65,10.9,43.6,36,1,1,1,0.01,1,1,0.01,NA,NA,NA
2017,17085,Arlington,227,2,10,PR25R40,1,Current,11.98,13.2,83.12,5589.82,51.9,64.875,10,40,35,1,10,15,1.5,1,1,0.01,NA,NA,NA
2017,17085,Arlington,335,3,10,PR25R40,1,Current,13.21,13.2,91.65,6163.4625,51.3,64.125,9.4,37.6,34,1,25,10,2.5,1,1,0.01,NA,NA,NA
2017,17085,Arlington,403,4,10,PR25R40,1,Current,14.86,13.3,102.98,6925.405,52.9,66.125,10.8,43.2,34,1,3,3,0.09,0,0,0,NA,NA,NA
2017,17085,Arlington,109,1,10,PR25R40,2,MidLevel,19.05,15.2,129.13,8683.9925,55.6,69.5,11.2,44.8,37,1,3,5,0.15,0,0,0,NA,NA,NA
2017,17085,Arlington,229,2,10,PR25R40,2,MidLevel,18.26,14.9,124.21,8353.1225,56.3,70.375,10.9,43.6,35,1,3,5,0.15,0,0,0,NA,NA,NA
2017,17085,Arlington,320,3,10,PR25R40,2,MidLevel,18.26,14.2,125.23,8421.7175,55.8,69.75,11.5,46,30,1,3,5,0.15,0,0,0,NA,NA,NA
2017,17085,Arlington,416,4,10,PR25R40,2,MidLevel,18.1,15,122.98,8270.405,56.4,70.5,11.5,46,37,1,7,10,0.7,1,1,0.01,NA,NA,NA
2017,17085,Arlington,136,1,10,PR25R40,3,HighLevel,17.76,15.2,120.38,8095.555,55.9,69.875,11.5,46,33,1,1,1,0.01,0,0,0,NA,NA,NA
2017,17085,Arlington,213,2,10,PR25R40,3,HighLevel,18,14.4,123.16,8282.51,54.8,68.5,11,44,30,1,5,5,0.25,0,0,0,NA,NA,NA
2017,17085,Arlington,307,3,10,PR25R40,3,HighLevel,17.6,14.6,120.14,8079.415,55.8,69.75,10,40,28,1,1,1,0.01,0,0,0,NA,NA,NA
2017,17085,Arlington,436,4,10,PR25R40,3,HighLevel,19.7,15.3,133.38,8969.805,57,71.25,11.6,46.4,35,1,0,0,0,0,0,0,NA,NA,NA
2017,17085,Arlington,117,1,11,KF 15241,1,Current,12.42,14,85.38,5741.805,55.7,69.625,9,36,39,1,90,10,9,0,0,0,NA,NA,NA
2017,17085,Arlington,225,2,11,KF 15241,1,Current,10.58,12.7,73.83,4965.0675,54.5,68.125,8,32,38,1,100,55,55,0,0,0,NA,NA,NA
2017,17085,Arlington,330,3,11,KF 15241,1,Current,12.04,12.9,83.83,5637.5675,52.6,65.75,8.8,35.2,42,1,100,25,25,1,1,0.01,NA,NA,NA
2017,17085,Arlington,405,4,11,KF 15241,1,Current,10.48,13.1,72.8,4895.8,51.6,64.5,8.3,33.2,39,1,100,20,20,0,0,0,NA,NA,NA
2017,17085,Arlington,111,1,11,KF 15241,2,MidLevel,14.47,15.4,97.85,6580.4125,58.5,73.125,9.2,36.8,43,1,100,30,30,0,0,0,NA,NA,NA
2017,17085,Arlington,235,2,11,KF 15241,2,MidLevel,11.64,14.4,79.64,5355.79,54,67.5,10.1,40.4,38,1,100,60,60,0,0,0,NA,NA,NA
2017,17085,Arlington,324,3,11,KF 15241,2,MidLevel,13.58,14.9,92.38,6212.555,57.8,72.25,8.3,33.2,40,1,100,35,35,0,0,0,NA,NA,NA
2017,17085,Arlington,419,4,11,KF 15241,2,MidLevel,13.32,14.9,90.61,6093.5225,53.8,67.25,8.9,35.6,43,1,100,10,10,0,0,0,NA,NA,NA
2017,17085,Arlington,140,1,11,KF 15241,3,HighLevel,14.96,15.8,100.69,6771.4025,56,70,9,36,37,1,0,0,0,0,0,0,NA,NA,NA
2017,17085,Arlington,208,2,11,KF 15241,3,HighLevel,14.08,16.3,94.2,6334.95,56.1,70.125,9.4,37.6,33,1,1,1,0.01,0,0,0,NA,NA,NA
2017,17085,Arlington,303,3,11,KF 15241,3,HighLevel,15.91,16.3,106.45,7158.7625,60.1,75.125,9.4,37.6,35,1,0,0,0,0,0,0,NA,NA,NA
2017,17085,Arlington,431,4,11,KF 15241,3,HighLevel,16.41,15.8,110.45,7427.7625,59.2,74,9.2,36.8,39,1,0,0,0,0,0,0,NA,NA,NA
2017,17085,Arlington,119,1,12,735,1,Current,12.58,12.8,87.69,5897.1525,51.8,64.75,9.3,37.2,36,1,100,5,5,0,0,0,NA,NA,NA
2017,17085,Arlington,216,2,12,735,1,Current,12.3,12.5,86.03,5785.5175,50.4,63,8.8,35.2,38,1,100,55,55,0,0,0,NA,NA,NA
2017,17085,Arlington,342,3,12,735,1,Current,12.43,12.6,86.84,5839.99,49.2,61.5,8.3,33.2,35,1,100,15,15,0,0,0,NA,NA,NA
2017,17085,Arlington,406,4,12,735,1,Current,12.08,12.6,84.39,5675.2275,50.9,63.625,8.4,33.6,37,1,100,30,30,0,0,0,NA,NA,NA
2017,17085,Arlington,110,1,12,735,2,MidLevel,16.55,14,113.77,7651.0325,56.9,71.125,9.6,38.4,40,1,100,25,25,0,0,0,NA,NA,NA
2017,17085,Arlington,242,2,12,735,2,MidLevel,13.29,14.4,90.93,6115.0425,54.2,67.75,11.2,44.8,32,1,80,10,8,0,0,0,NA,NA,NA
2017,17085,Arlington,326,3,12,735,2,MidLevel,14.93,13.8,102.87,6918.0075,53.4,66.75,9.1,36.4,39,1,95,15,14.25,0,0,0,NA,NA,NA
2017,17085,Arlington,417,4,12,735,2,MidLevel,15.25,13.7,105.2,7074.7,56.4,70.5,8.4,33.6,40,1,70,10,7,0,0,0,NA,NA,NA
2017,17085,Arlington,138,1,12,735,3,HighLevel,17.9,14.8,121.91,8198.4475,58.6,73.25,10.1,40.4,35,1,0,0,0,0,0,0,NA,NA,NA
2017,17085,Arlington,206,2,12,735,3,HighLevel,14.16,13.9,97.45,6553.5125,53.2,66.5,9.9,39.6,34,1,1,1,0.01,0,0,0,NA,NA,NA
2017,17085,Arlington,312,3,12,735,3,HighLevel,16.61,14.3,113.78,7651.705,54.6,68.25,9.5,38,36,1,0,0,0,0,0,0,NA,NA,NA
2017,17085,Arlington,432,4,12,735,3,HighLevel,18.82,14.2,129.07,8679.9575,57.8,72.25,9.1,36.4,37,1,0,0,0,0,0,0,NA,NA,NA
2017,17085,Arlington,121,1,13,776,1,Current,11.61,13.1,80.65,5423.7125,50.2,62.75,9,36,36,1,100,25,25,0,0,0,NA,NA,NA
2017,17085,Arlington,217,2,13,776,1,Current,11.65,13.2,80.83,5435.8175,54.7,68.375,10.2,40.8,36,1,100,25,25,0,0,0,NA,NA,NA
2017,17085,Arlington,334,3,13,776,1,Current,10.49,12.8,73.12,4917.32,52,65,9.4,37.6,37,1,100,65,65,0,0,0,NA,NA,NA
2017,17085,Arlington,411,4,13,776,1,Current,12.75,12.8,88.87,5976.5075,53.2,66.5,7.4,29.6,39,1,100,50,50,0,0,0,NA,NA,NA
2017,17085,Arlington,105,1,13,776,2,MidLevel,15.48,14.4,105.92,7123.12,53.8,67.25,9.6,38.4,39,1,100,35,35,0,0,0,NA,NA,NA
2017,17085,Arlington,234,2,13,776,2,MidLevel,13.45,14.4,92.03,6189.0175,51.7,64.625,9,36,38,1,95,30,28.5,0,0,0,NA,NA,NA
2017,17085,Arlington,327,3,13,776,2,MidLevel,13.72,14.5,93.77,6306.0325,53.6,67,9.4,37.6,40,1,100,25,25,0,0,0,NA,NA,NA
2017,17085,Arlington,427,4,13,776,2,MidLevel,16.79,15.4,113.54,7635.565,54.6,68.25,9.7,38.8,41,1,75,20,15,0,0,0,NA,NA,NA
2017,17085,Arlington,137,1,13,776,3,HighLevel,18.24,16.2,122.18,8216.605,54.5,68.125,10.3,41.2,33,1,3,3,0.09,0,0,0,NA,NA,NA
2017,17085,Arlington,203,2,13,776,3,HighLevel,14.52,16.2,97.26,6540.735,58.9,73.625,10.2,40.8,32,1,3,3,0.09,0,0,0,NA,NA,NA
2017,17085,Arlington,305,3,13,776,3,HighLevel,14.95,15.7,100.74,6774.765,56.5,70.625,10.8,43.2,30,1,5,5,0.25,0,0,0,NA,NA,NA
2017,17085,Arlington,433,4,13,776,3,HighLevel,17.69,16.1,118.64,7978.54,55.8,69.75,9.8,39.2,39,1,1,1,0.01,0,0,0,NA,NA,NA
2017,17085,Arlington,115,1,14,SY 547,1,Current,13.93,13.3,96.54,6492.315,53.6,67,10.6,42.4,38,1,35,7,2.45,0,0,0,NA,NA,NA
2017,17085,Arlington,219,2,14,SY 547,1,Current,11.87,13.2,82.36,5538.71,53.5,66.875,10.7,42.8,36,1,100,15,15,0,0,0,NA,NA,NA
2017,17085,Arlington,331,3,14,SY 547,1,Current,13.52,12.9,94.13,6330.2425,57.6,72,9.7,38.8,42,1,90,10,9,0,0,0,NA,NA,NA
2017,17085,Arlington,414,4,14,SY 547,1,Current,12.82,13,89.15,5995.3375,52.6,65.75,9.7,38.8,40,1,35,7,2.45,0,0,0,NA,NA,NA
2017,17085,Arlington,108,1,14,SY 547,2,MidLevel,16,14.6,109.22,7345.045,54.7,68.375,10.5,42,37,1,100,15,15,0,0,0,NA,NA,NA
2017,17085,Arlington,238,2,14,SY 547,2,MidLevel,15.28,14.5,104.43,7022.9175,59,73.75,9.8,39.2,38,1,40,25,10,0,0,0,NA,NA,NA
2017,17085,Arlington,328,3,14,SY 547,2,MidLevel,12.93,14,88.88,5977.18,56,70,10.4,41.6,42,1,95,15,14.25,0,0,0,NA,NA,NA
2017,17085,Arlington,424,4,14,SY 547,2,MidLevel,17.28,14.3,118.37,7960.3825,59.3,74.125,10.5,42,39,1,7,10,0.7,0,0,0,NA,NA,NA
2017,17085,Arlington,133,1,14,SY 547,3,HighLevel,15.33,14.4,104.89,7053.8525,55.3,69.125,9.6,38.4,36,1,3,3,0.09,0,0,0,NA,NA,NA
2017,17085,Arlington,202,2,14,SY 547,3,HighLevel,13.9,14.6,94.89,6381.3525,55.1,68.875,10.5,42,34,1,5,5,0.25,0,0,0,NA,NA,NA
2017,17085,Arlington,314,3,14,SY 547,3,HighLevel,14.13,14.5,96.57,6494.3325,53.5,66.875,10.2,40.8,35,1,3,3,0.09,0,0,0,NA,NA,NA
2017,17085,Arlington,439,4,14,SY 547,3,HighLevel,17.75,14.4,121.45,8167.5125,58.6,73.25,10.3,41.2,37,1,1,1,0.01,0,0,0,NA,NA,NA
2018,18085,Arlington,102,1,1,SRW9606,1,Current,10.59,11.3,75.08,5049.13,49.1,61.375,7.4,29.6,35,1,0,0,0,5,5,0.25,1.3,NA,NA
2018,18085,Arlington,225,2,1,SRW9606,1,Current,13.11,11.4,92.85,6244.1625,54.9,68.625,7.6,30.5,36,1,0,0,0,3,5,0.15,1.7,NA,NA
2018,18085,Arlington,332,3,1,SRW9606,1,Current,13.26,11.4,93.91,6315.4475,55.1,68.875,8.1,32.4,35,1,0,0,0,1,5,0.05,2.6,NA,NA
2018,18085,Arlington,410,4,1,SRW9606,1,Current,12.36,11.4,87.54,5887.065,53.9,67.375,7.8,31.2,34,1,0,0,0,3,15,0.45,2.7,NA,NA
2018,18085,Arlington,124,1,1,SRW9606,2,MidLevel,14.61,11.8,103,6926.75,56.6,70.75,9,35.8,34,1,0,0,0,0,0,0,0.84,NA,NA
2018,18085,Arlington,236,2,1,SRW9606,2,MidLevel,13.08,12.1,91.9,6180.275,53.6,67,8.1,32.4,35,1,0,0,0,1,5,0.05,1.3,NA,NA
2018,18085,Arlington,309,3,1,SRW9606,2,MidLevel,14.22,11.8,100.25,6741.8125,53.9,67.375,8.4,33.7,36,1,0,0,0,1,1,0.01,1.5,NA,NA
2018,18085,Arlington,428,4,1,SRW9606,2,MidLevel,14.44,11.6,102.04,6862.19,56.5,70.625,8.4,33.7,36,1,0,0,0,0,0,0,0.76,NA,NA
2018,18085,Arlington,141,1,1,SRW9606,3,HighLevel,14.91,11.9,105,7061.25,56.2,70.25,8.1,32.5,33,1,0,0,0,0,0,0,1.3,NA,NA
2018,18085,Arlington,201,2,1,SRW9606,3,HighLevel,15.22,11.7,107.43,7224.6675,55.6,69.5,8.8,35.2,32,1,0,0,0,0,0,0,0.65,NA,NA
2018,18085,Arlington,316,3,1,SRW9606,3,HighLevel,15.59,11.8,109.91,7391.4475,55.7,69.625,8.2,32.7,34,1,0,0,0,1,1,0.01,1,NA,NA
2018,18085,Arlington,440,4,1,SRW9606,3,HighLevel,15.58,11.9,109.72,7378.67,58.4,73,8.3,33.2,33,1,0,0,0,1,5,0.05,1.3,NA,NA
2018,18085,Arlington,105,1,2,FS624,1,Current,11.36,11.4,80.45,5410.2625,53.2,66.5,8.3,33,35,1,0,0,0,1,30,0.3,0.58,NA,NA
2018,18085,Arlington,219,2,2,FS624,1,Current,16,12.3,112.16,7542.76,59.8,74.75,10.1,40.6,36,1,0,0,0,3,10,0.3,0.64,NA,NA
2018,18085,Arlington,336,3,2,FS624,1,Current,12.07,11.7,85.19,5729.0275,53.6,67,8.5,34,35,1,0,0,0,5,15,0.75,1.9,NA,NA
2018,18085,Arlington,412,4,2,FS624,1,Current,13.04,11.8,91.93,6182.2925,56.4,70.5,9.2,36.8,34,1,0,0,0,3,25,0.75,1.5,NA,NA
2018,18085,Arlington,119,1,2,FS624,2,MidLevel,15.17,12.3,106.34,7151.365,59.6,74.5,10.2,40.6,34,1,0,0,0,1,10,0.1,0.36,NA,NA
2018,18085,Arlington,233,2,2,FS624,2,MidLevel,14.63,12.4,102.44,6889.09,59.8,74.75,10,40,37,1,0,0,0,3,15,0.45,0.71,NA,NA
2018,18085,Arlington,311,3,2,FS624,2,MidLevel,15.51,12.4,108.6,7303.35,60,75,10.1,40.4,36,1,0,0,0,5,10,0.5,0.64,NA,NA
2018,18085,Arlington,427,4,2,FS624,2,MidLevel,15.27,12.3,107.05,7199.1125,57.8,72.25,10,39.8,36,1,0,0,0,3,10,0.3,1.1,NA,NA
2018,18085,Arlington,131,1,2,FS624,3,HighLevel,17.59,12.6,122.89,8264.3525,61,76.25,10.4,41.7,34,1,0,0,0,0,0,0,0.61,NA,NA
2018,18085,Arlington,208,2,2,FS624,3,HighLevel,15.45,12.4,108.18,7275.105,58.1,72.625,10.1,40.5,35,1,0,0,0,1,5,0.05,0.74,NA,NA
2018,18085,Arlington,319,3,2,FS624,3,HighLevel,17.68,12.6,123.52,8306.72,61.1,76.375,9.7,38.7,34,1,0,0,0,1,15,0.15,0.67,NA,NA
2018,18085,Arlington,438,4,2,FS624,3,HighLevel,16.38,12.2,114.96,7731.06,60.6,75.75,10.1,40.3,33,1,0,0,0,1,5,0.05,0.88,NA,NA
2018,18085,Arlington,106,1,3,KF 15241,1,Current,11.81,11.8,83.26,5599.235,55.4,69.25,7.4,29.6,36,1,0,0,0,1,10,0.1,0.17,NA,NA
2018,18085,Arlington,227,2,3,KF 15241,1,Current,12.72,12.2,89.27,6003.4075,56.9,71.125,7.8,31.3,37,1,0,0,0,1,1,0.01,0.1,NA,NA
2018,18085,Arlington,341,3,3,KF 15241,1,Current,11.92,11.8,84.04,5651.69,55.9,69.875,7.6,30.3,37,1,0,0,0,3,10,0.3,0.43,NA,NA
2018,18085,Arlington,401,4,3,KF 15241,1,Current,13.16,11.9,92.68,6232.73,55.4,69.25,7.6,30.4,35,1,0,0,0,1,10,0.1,0.6,NA,NA
2018,18085,Arlington,128,1,3,KF 15241,2,MidLevel,14.12,12.4,98.87,6649.0075,59.6,74.5,8,31.8,35,1,0,0,0,0,0,0,0.29,NA,NA
2018,18085,Arlington,234,2,3,KF 15241,2,MidLevel,13.93,12.2,97.76,6574.36,57.1,71.375,7.3,29.3,37,1,0,0,0,0,0,0,0.1,NA,NA
2018,18085,Arlington,308,3,3,KF 15241,2,MidLevel,13.42,12.4,93.97,6319.4825,56.9,71.125,7.6,30.5,37,1,0,0,0,0,0,0,0.16,NA,NA
2018,18085,Arlington,426,4,3,KF 15241,2,MidLevel,13.69,12.3,95.97,6453.9825,58.6,73.25,7.4,29.7,37,1,0,0,0,0,0,0,0.17,NA,NA
2018,18085,Arlington,142,1,3,KF 15241,3,HighLevel,14.58,12.3,102.21,6873.6225,59.8,74.75,7.7,30.7,34,1,0,0,0,0,0,0,0.18,NA,NA
2018,18085,Arlington,205,2,3,KF 15241,3,HighLevel,14.79,12.3,103.68,6972.48,59.8,74.75,7.2,29,34,1,0,0,0,0,0,0,0.19,NA,NA
2018,18085,Arlington,327,3,3,KF 15241,3,HighLevel,14.52,12.3,101.79,6845.3775,58.4,73,7.7,30.9,36,1,0,0,0,0,0,0,0.24,NA,NA
2018,18085,Arlington,431,4,3,KF 15241,3,HighLevel,15.07,12.2,105.76,7112.36,59.5,74.375,7.4,29.8,36,1,0,0,0,1,5,0.05,0.15,NA,NA
2018,18085,Arlington,104,1,4,735,1,Current,13.14,11.3,93.16,6265.01,54.1,67.625,7.3,29.2,34,1,0,0,0,3,10,0.3,0.53,NA,NA
2018,18085,Arlington,221,2,4,735,1,Current,15.07,11.5,106.61,7169.5225,56.8,71,7.7,30.7,33,1,0,0,0,3,15,0.45,1.3,NA,NA
2018,18085,Arlington,329,3,4,735,1,Current,14.74,11.4,104.39,7020.2275,53.7,67.125,7.2,29,34,1,0,0,0,5,25,1.25,0.98,NA,NA
2018,18085,Arlington,405,4,4,735,1,Current,14.1,11.5,99.75,6708.1875,55.6,69.5,7.6,30.3,36,1,0,0,0,1,15,0.15,0.89,NA,NA
2018,18085,Arlington,127,1,4,735,2,MidLevel,14.37,11.9,101.2,6805.7,56.4,70.5,8.2,32.8,33,1,0,0,0,1,1,0.01,0.23,NA,NA
2018,18085,Arlington,232,2,4,735,2,MidLevel,16.64,11.8,117.31,7889.0975,58.8,73.5,7.5,30.1,35,1,0,0,0,1,1,0.01,0.38,NA,NA
2018,18085,Arlington,306,3,4,735,2,MidLevel,16.15,11.8,113.86,7657.085,56.4,70.5,8.1,32.6,35,1,0,0,0,1,1,0.01,0.2,NA,NA
2018,18085,Arlington,417,4,4,735,2,MidLevel,16.96,11.8,119.57,8041.0825,58.2,72.75,7.8,31.1,34,1,0,0,0,1,5,0.05,0.28,NA,NA
2018,18085,Arlington,132,1,4,735,3,HighLevel,16.05,11.9,113.03,7601.2675,58.6,73.25,8,32.2,33,1,0,0,0,0,0,0,0.51,NA,NA
2018,18085,Arlington,211,2,4,735,3,HighLevel,16.79,11.9,118.24,7951.64,59.4,74.25,7.4,29.4,33,1,0,0,0,1,1,0.01,0.37,NA,NA
2018,18085,Arlington,318,3,4,735,3,HighLevel,17.71,11.8,124.86,8396.835,59.3,74.125,7.8,31,34,1,0,0,0,1,1,0.01,0.31,NA,NA
2018,18085,Arlington,432,4,4,735,3,HighLevel,17.42,11.9,122.67,8249.5575,59,73.75,7.7,30.6,35,1,0,0,0,1,5,0.05,0.48,NA,NA
2018,18085,Arlington,111,1,5,776,1,Current,12.63,11.5,89.35,6008.7875,56.1,70.125,8.5,33.8,35,1,0,0,0,1,1,0.01,1.3,NA,NA
2018,18085,Arlington,217,2,5,776,1,Current,13.89,11.6,98.15,6600.5875,57,71.25,7.7,30.7,37,1,0,0,0,5,5,0.25,1.4,NA,NA
2018,18085,Arlington,338,3,5,776,1,Current,13.16,11.5,93.1,6260.975,56,70,8.1,32.3,37,1,0,0,0,1,5,0.05,1.7,NA,NA
2018,18085,Arlington,408,4,5,776,1,Current,12.48,11.3,88.48,5950.28,53.3,66.625,8.1,32.2,37,1,0,0,0,5,5,0.25,1.8,NA,NA
2018,18085,Arlington,125,1,5,776,2,MidLevel,15.41,12.1,108.27,7281.1575,58.9,73.625,8.5,33.8,36,1,0,0,0,1,1,0.01,0.59,NA,NA
2018,18085,Arlington,240,2,5,776,2,MidLevel,13.33,11.9,93.87,6312.7575,57.4,71.75,8,31.9,37,1,0,0,0,0,0,0,0.28,NA,NA
2018,18085,Arlington,301,3,5,776,2,MidLevel,13.79,11.8,97.22,6538.045,54.1,67.625,7.6,30.2,37,1,0,0,0,0,0,0,0.61,NA,NA
2018,18085,Arlington,424,4,5,776,2,MidLevel,14.9,11.8,105.05,7064.6125,57.8,72.25,8.3,33,38,1,0,0,0,1,5,0.05,0.56,NA,NA
2018,18085,Arlington,139,1,5,776,3,HighLevel,16.51,12.4,115.61,7774.7725,60.1,75.125,8.6,34.2,35,1,0,0,0,1,1,0.01,0.6,NA,NA
2018,18085,Arlington,210,2,5,776,3,HighLevel,14.73,12,103.61,6967.7725,58.4,73,7.9,31.4,34,1,0,0,0,0,0,0,0.46,NA,NA
2018,18085,Arlington,324,3,5,776,3,HighLevel,16.5,12.3,115.67,7778.8075,59.6,74.5,8.6,34.2,35,1,0,0,0,0,0,0,0.62,NA,NA
2018,18085,Arlington,433,4,5,776,3,HighLevel,17.09,12.2,119.94,8065.965,59.7,74.625,8.1,32.5,36,1,0,0,0,0,0,0,0.79,NA,NA
2018,18085,Arlington,101,1,6,Pro 260,1,Current,11.53,11.4,81.66,5491.635,52.6,65.75,9.3,37.2,32,1,0,0,0,15,20,3,1.6,NA,NA
2018,18085,Arlington,218,2,6,Pro 260,1,Current,13.7,11.6,96.81,6510.4725,54.6,68.25,8.1,32.2,34,1,0,0,0,5,10,0.5,2.8,NA,NA
2018,18085,Arlington,337,3,6,Pro 260,1,Current,11.68,11.5,82.63,5556.8675,50.9,63.625,8.1,32.2,33,1,0,0,0,10,15,1.5,2.9,NA,NA
2018,18085,Arlington,407,4,6,Pro 260,1,Current,12.05,11.5,85.24,5732.39,53.9,67.375,8.1,32.5,34,1,0,0,0,5,20,1,3.9,NA,NA
2018,18085,Arlington,115,1,6,Pro 260,2,MidLevel,14.06,11.8,99.13,6666.4925,55.6,69.5,9.6,38.4,33,1,0,0,0,1,5,0.05,0.8,NA,NA
