Year,Expt,Location,plot,rep,variety_num,variety,mngmt,management,weight_lbs,Percent_Moisture,Yield_bushels_acre,Yield_kg_hect,Test_weight_lbs_bu,Test_weight_kg_hL,seed_weight_250g,TKW_g,Height_in,Lodging,Stripe_Rust_DI,Stripe_Rust_DS,Stripe_Rust_DX,FHB_DI,FHB_DS,FHB_DX,DON_ppm,Lipps_Madden_1,Lipps_Madden_2
2018,18085,Arlington,229,2,6,Pro 260,2,MidLevel,13.59,11.9,95.7,6435.825,53,66.25,8.3,33.2,32,1,0,0,0,1,5,0.05,0.76,NA,NA
2018,18085,Arlington,310,3,6,Pro 260,2,MidLevel,14.23,11.9,100.21,6739.1225,56.8,71,8.6,34.4,33,1,0,0,0,0,0,0,0.57,NA,NA
2018,18085,Arlington,425,4,6,Pro 260,2,MidLevel,15.67,12,110.23,7412.9675,57.6,72,9,35.8,34,1,0,0,0,3,5,0.15,1.5,NA,NA
2018,18085,Arlington,134,1,6,Pro 260,3,HighLevel,13.8,12.2,96.85,6513.1625,55.5,69.375,8.9,35.5,31,1,0,0,0,1,1,0.01,2.7,NA,NA
2018,18085,Arlington,213,2,6,Pro 260,3,HighLevel,15.17,12,106.71,7176.2475,55.8,69.75,8.6,34.3,33,1,0,0,0,1,10,0.1,1.4,NA,NA
2018,18085,Arlington,323,3,6,Pro 260,3,HighLevel,14.56,12,102.42,6887.745,55.2,69,9,36,33,1,0,0,0,1,5,0.05,1.2,NA,NA
2018,18085,Arlington,434,4,6,Pro 260,3,HighLevel,16.23,12.2,113.91,7660.4475,56.1,70.125,8.5,34,35,1,0,0,0,5,10,0.5,0.77,NA,NA
2018,18085,Arlington,108,1,7,Pro 320A,1,Current,11.34,11.3,80.4,5406.9,54.8,68.5,9.5,38.2,40,1,0,0,0,1,5,0.05,0.75,NA,NA
2018,18085,Arlington,228,2,7,Pro 320A,1,Current,12.63,11.4,89.45,6015.5125,57.2,71.5,8.4,33.7,43,1,0,0,0,1,15,0.15,0.74,NA,NA
2018,18085,Arlington,340,3,7,Pro 320A,1,Current,11.96,11.5,84.61,5690.0225,56.6,70.75,8.6,34.3,42,1,0,0,0,3,15,0.45,1,NA,NA
2018,18085,Arlington,413,4,7,Pro 320A,1,Current,12.14,11.4,85.98,5782.155,55,68.75,8.7,34.8,41,1,0,0,0,5,20,1,1.1,NA,NA
2018,18085,Arlington,117,1,7,Pro 320A,2,MidLevel,14.69,11.5,103.92,6988.62,57.9,72.375,9.8,39.3,38,1,0,0,0,1,1,0.01,0.2,NA,NA
2018,18085,Arlington,238,2,7,Pro 320A,2,MidLevel,12.52,11.6,88.47,5949.6075,56.3,70.375,8.2,32.6,40,1,0,0,0,1,5,0.05,0.53,NA,NA
2018,18085,Arlington,305,3,7,Pro 320A,2,MidLevel,14.72,11.7,103.9,6987.275,57.5,71.875,9,36,41,1,0,0,0,1,1,0.01,0.4,NA,NA
2018,18085,Arlington,422,4,7,Pro 320A,2,MidLevel,12.85,11.4,91.01,6120.4225,54.5,68.125,9.1,36.5,42,1,0,0,0,0,0,0,0.25,NA,NA
2018,18085,Arlington,133,1,7,Pro 320A,3,HighLevel,15.68,11.8,110.55,7434.4875,59.7,74.625,9.4,37.6,36,1,0,0,0,1,5,0.05,0.75,NA,NA
2018,18085,Arlington,214,2,7,Pro 320A,3,HighLevel,12.98,11.4,91.93,6182.2925,56.8,71,8.2,32.7,39,1,0,0,0,1,20,0.2,0.73,NA,NA
2018,18085,Arlington,325,3,7,Pro 320A,3,HighLevel,15.1,11.7,106.58,7167.505,59.3,74.125,8.7,34.9,41,1,0,0,0,1,1,0.01,0.47,NA,NA
2018,18085,Arlington,430,4,7,Pro 320A,3,HighLevel,13.83,11.4,97.95,6587.1375,54.7,68.375,8.5,34.1,38,1,0,0,0,1,10,0.1,0.59,NA,NA
2018,18085,Arlington,112,1,8,Pro 380,1,Current,12.08,12,84.97,5714.2325,58.8,73.5,6.3,25.2,33,1,0,0,0,1,10,0.1,0.25,NA,NA
2018,18085,Arlington,222,2,8,Pro 380,1,Current,11.9,12,83.71,5629.4975,56.2,70.25,6.6,26.4,37,1,0,0,0,10,15,1.5,0.68,NA,NA
2018,18085,Arlington,339,3,8,Pro 380,1,Current,12.43,11.9,87.53,5886.3925,58.9,73.625,6.6,26.3,36,1,0,0,0,3,5,0.15,0.48,NA,NA
2018,18085,Arlington,403,4,8,Pro 380,1,Current,13.76,11.9,96.9,6516.525,58.5,73.125,6.4,25.6,35,1,0,0,0,5,15,0.75,0.43,NA,NA
2018,18085,Arlington,123,1,8,Pro 380,2,MidLevel,13.37,12.6,93.41,6281.8225,58.9,73.625,7.1,28.3,35,1,0,0,0,1,5,0.05,0.11,NA,NA
2018,18085,Arlington,241,2,8,Pro 380,2,MidLevel,13.34,12.3,93.52,6289.22,58.6,73.25,6.7,26.8,34,1,0,0,0,1,5,0.05,0.17,NA,NA
2018,18085,Arlington,307,3,8,Pro 380,2,MidLevel,14.78,12.4,103.49,6959.7025,61.3,76.625,7,27.9,35,1,0,0,0,1,5,0.05,0.25,NA,NA
2018,18085,Arlington,420,4,8,Pro 380,2,MidLevel,14.84,12.4,103.91,6987.9475,58.9,73.625,6.7,26.9,36,1,0,0,0,1,1,0.01,0.34,NA,NA
2018,18085,Arlington,129,1,8,Pro 380,3,HighLevel,14.02,12.5,98.06,6594.535,59.6,74.5,7.3,29.2,31,1,0,0,0,0,0,0,0.11,NA,NA
2018,18085,Arlington,202,2,8,Pro 380,3,HighLevel,14.19,12.2,99.59,6697.4275,57,71.25,6.2,24.7,31,1,0,0,0,1,1,0.01,0.27,NA,NA
2018,18085,Arlington,328,3,8,Pro 380,3,HighLevel,15.28,12.4,106.99,7195.0775,61.5,76.875,7.2,28.8,34,1,0,0,0,0,0,0,0.17,NA,NA
2018,18085,Arlington,437,4,8,Pro 380,3,HighLevel,14.02,12.3,98.28,6609.33,58.1,72.625,6.8,27,33,1,0,0,0,1,1,0.01,0.22,NA,NA
2018,18085,Arlington,114,1,9,Pro 410,1,Current,11.75,11.6,83.03,5583.7675,54.8,68.5,8.6,34.5,33,1,0,0,0,5,5,0.25,1.1,NA,NA
2018,18085,Arlington,216,2,9,Pro 410,1,Current,13.58,11.7,95.85,6445.9125,54.6,68.25,9.2,36.9,34,1,0,0,0,7,35,2.45,1.9,NA,NA
2018,18085,Arlington,333,3,9,Pro 410,1,Current,13.64,12.1,95.84,6445.24,57.3,71.625,9.6,38.3,35,1,0,0,0,3,20,0.6,2,NA,NA
2018,18085,Arlington,411,4,9,Pro 410,1,Current,12.51,11.7,88.3,5938.175,56,70,9.4,37.7,34,1,0,0,0,10,25,2.5,2,NA,NA
2018,18085,Arlington,116,1,9,Pro 410,2,MidLevel,15.12,12.5,105.75,7111.6875,57.3,71.625,10.6,42.4,35,1,0,0,0,1,1,0.01,0.56,NA,NA
2018,18085,Arlington,239,2,9,Pro 410,2,MidLevel,13.26,12,93.27,6272.4075,58.6,73.25,9.2,36.7,36,1,0,0,0,1,10,0.1,0.72,NA,NA
2018,18085,Arlington,302,3,9,Pro 410,2,MidLevel,13.17,12,92.64,6230.04,55.4,69.25,9.2,36.6,35,1,0,0,0,1,7,0.07,0.39,NA,NA
2018,18085,Arlington,415,4,9,Pro 410,2,MidLevel,15.93,12.2,111.8,7518.55,56.9,71.125,10,39.8,36,1,0,0,0,5,5,0.25,0.53,NA,NA
2018,18085,Arlington,136,1,9,Pro 410,3,HighLevel,14.74,12.4,103.21,6940.8725,58.2,72.75,10.6,42.4,34,1,0,0,0,1,10,0.1,0.43,NA,NA
2018,18085,Arlington,206,2,9,Pro 410,3,HighLevel,16.65,12.5,116.45,7831.2625,58.8,73.5,9.7,38.9,35,1,0,0,0,1,10,0.1,0.8,NA,NA
2018,18085,Arlington,317,3,9,Pro 410,3,HighLevel,17.76,12.6,124.08,8344.38,60.6,75.75,10.1,40.3,35,1,0,0,0,1,5,0.05,0.77,NA,NA
2018,18085,Arlington,436,4,9,Pro 410,3,HighLevel,14.24,12.1,100.05,6728.3625,57.2,71.5,9.4,37.5,34,1,0,0,0,1,5,0.05,1.4,NA,NA
2018,18085,Arlington,103,1,10,SY 547,1,Current,14.17,11.4,100.35,6748.5375,58.4,73,8.3,33.1,36,1,0,0,0,1,15,0.15,0.81,NA,NA
2018,18085,Arlington,223,2,10,SY 547,1,Current,13.08,11.4,92.63,6229.3675,54.5,68.125,8.2,32.7,38,1,0,0,0,1,5,0.05,1.6,NA,NA
2018,18085,Arlington,335,3,10,SY 547,1,Current,14.02,11.6,99.07,6662.4575,57.8,72.25,8.7,34.9,37,1,0,0,0,3,15,0.45,1.5,NA,NA
2018,18085,Arlington,404,4,10,SY 547,1,Current,13.88,11.5,98.19,6603.2775,57.2,71.5,8.6,34.2,37,1,0,0,0,3,10,0.3,1.9,NA,NA
2018,18085,Arlington,126,1,10,SY 547,2,MidLevel,14.61,11.9,102.89,6919.3525,59,73.75,8.6,34.4,35,1,0,0,0,0,0,0,0.38,NA,NA
2018,18085,Arlington,237,2,10,SY 547,2,MidLevel,13.48,11.8,95.04,6391.44,56.1,70.125,8.1,32.6,36,1,0,0,0,1,5,0.05,0.62,NA,NA
2018,18085,Arlington,304,3,10,SY 547,2,MidLevel,15.79,11.8,111.32,7486.27,58.9,73.625,8.7,34.9,37,1,0,0,0,1,1,0.01,1.1,NA,NA
2018,18085,Arlington,416,4,10,SY 547,2,MidLevel,15.25,11.9,107.39,7221.9775,56.4,70.5,9,35.8,37,1,0,0,0,1,1,0.01,0.42,NA,NA
2018,18085,Arlington,137,1,10,SY 547,3,HighLevel,13.71,11.8,96.66,6500.385,57.5,71.875,8.3,33.3,34,1,0,0,0,1,1,0.01,0.87,NA,NA
2018,18085,Arlington,203,2,10,SY 547,3,HighLevel,15.75,11.7,111.17,7476.1825,59.4,74.25,8.1,32.5,33,1,0,0,0,0,0,0,0.54,NA,NA
2018,18085,Arlington,326,3,10,SY 547,3,HighLevel,15.1,11.9,106.34,7151.365,59.8,74.75,8.2,32.6,35,1,0,0,0,0,0,0,1.1,NA,NA
2018,18085,Arlington,435,4,10,SY 547,3,HighLevel,15.92,11.7,112.37,7556.8825,59.9,74.875,8.3,33.3,37,1,0,0,0,0,0,0,0.97,NA,NA
2018,18085,Arlington,113,1,11,Harpoon,1,Current,11.41,11.4,80.81,5434.4725,53.7,67.125,8.3,33.2,32,1,0,0,0,0,0,0,0.38,NA,NA
2018,18085,Arlington,215,2,11,Harpoon,1,Current,13.53,11.5,95.71,6436.4975,53.6,67,8.2,33,34,1,0,0,0,0,0,0,0.79,NA,NA
2018,18085,Arlington,330,3,11,Harpoon,1,Current,13.39,11.5,94.72,6369.92,54,67.5,8.3,33.4,34,1,0,0,0,1,10,0.1,1.2,NA,NA
2018,18085,Arlington,406,4,11,Harpoon,1,Current,12.99,11.3,92.1,6193.725,53.9,67.375,8.6,34.4,34,1,0,0,0,0,0,0,0.89,NA,NA
2018,18085,Arlington,122,1,11,Harpoon,2,MidLevel,13.17,11.6,93.06,6258.285,55.6,69.5,9.3,37.3,32,1,0,0,0,1,1,0.01,0.16,NA,NA
2018,18085,Arlington,230,2,11,Harpoon,2,MidLevel,14.48,11.7,102.2,6872.95,55.4,69.25,8.4,33.6,35,1,0,0,0,1,1,0.01,0.36,NA,NA
2018,18085,Arlington,313,3,11,Harpoon,2,MidLevel,13.89,11.6,98.15,6600.5875,55.7,69.625,8.6,34.3,33,1,0,0,0,1,1,0.01,0.33,NA,NA
2018,18085,Arlington,423,4,11,Harpoon,2,MidLevel,14.33,11.7,101.14,6801.665,55.1,68.875,8.6,34.4,35,1,0,0,0,0,0,0,0.44,NA,NA
2018,18085,Arlington,130,1,11,Harpoon,3,HighLevel,14.05,11.8,99.05,6661.1125,55.7,69.625,8.6,34.5,31,1,0,0,0,0,0,0,0.21,NA,NA
2018,18085,Arlington,209,2,11,Harpoon,3,HighLevel,14.6,11.7,103.05,6930.1125,56.4,70.5,8.4,33.4,33,1,0,0,0,0,0,0,0.2,NA,NA
2018,18085,Arlington,321,3,11,Harpoon,3,HighLevel,16.14,11.8,113.79,7652.3775,59,73.75,8.8,35.3,33,1,0,0,0,1,1,0.01,0.29,NA,NA
2018,18085,Arlington,429,4,11,Harpoon,3,HighLevel,14.4,11.6,101.75,6842.6875,55.6,69.5,8.4,33.4,32,1,0,0,0,0,0,0,0.35,NA,NA
2018,18085,Arlington,107,1,12,Red Devil,1,Current,11.69,11.4,82.79,5567.6275,57,71.25,7.1,28.6,37,1,0,0,0,1,1,0.01,1.3,NA,NA
2018,18085,Arlington,224,2,12,Red Devil,1,Current,12.71,11.4,90.01,6053.1725,58.2,72.75,6.7,27,39,1,0,0,0,3,5,0.15,2.3,NA,NA
2018,18085,Arlington,342,3,12,Red Devil,1,Current,11.51,11.5,81.42,5475.495,58,72.5,7,27.9,37,1,0,0,0,3,5,0.15,1.8,NA,NA
2018,18085,Arlington,409,4,12,Red Devil,1,Current,11.49,11.5,81.28,5466.08,55,68.75,7,28,39,1,0,0,0,10,10,1,2.2,NA,NA
2018,18085,Arlington,120,1,12,Red Devil,2,MidLevel,14.15,11.9,99.65,6701.4625,59.6,74.5,7.7,30.6,35,1,0,0,0,1,1,0.01,0.43,NA,NA
2018,18085,Arlington,231,2,12,Red Devil,2,MidLevel,14.63,11.9,103.03,6928.7675,60.4,75.5,7.2,28.6,40,1,0,0,0,1,5,0.05,0.99,NA,NA
2018,18085,Arlington,314,3,12,Red Devil,2,MidLevel,14.05,11.9,98.94,6653.715,61,76.25,7.7,30.9,36,1,0,0,0,1,1,0.01,0.51,NA,NA
2018,18085,Arlington,418,4,12,Red Devil,2,MidLevel,15.49,11.8,109.21,7344.3725,60.4,75.5,7.5,30.1,38,1,0,0,0,1,1,0.01,1.1,NA,NA
2018,18085,Arlington,138,1,12,Red Devil,3,HighLevel,15.31,11.9,107.82,7250.895,61.2,76.5,7.1,28.4,36,1,0,0,0,0,0,0,0.82,NA,NA
2018,18085,Arlington,204,2,12,Red Devil,3,HighLevel,15.9,11.9,111.97,7529.9825,60.8,76,6.9,27.6,34,1,0,0,0,0,0,0,1.3,NA,NA
2018,18085,Arlington,315,3,12,Red Devil,3,HighLevel,14.87,12,104.6,7034.35,58.1,72.625,7.4,29.4,36,1,0,0,0,0,0,0,0.62,NA,NA
2018,18085,Arlington,439,4,12,Red Devil,3,HighLevel,15.24,11.8,107.44,7225.34,60.8,76,7.6,30.3,36,1,0,0,0,0,0,0,1,NA,NA
2018,18085,Arlington,109,1,13,Sunburst,1,Current,10.06,11.7,71.01,4775.4225,53.9,67.375,6.9,27.7,29,1,0,0,0,7,5,0.35,2.7,NA,NA
2018,18085,Arlington,226,2,13,Sunburst,1,Current,12.68,12,89.19,5998.0275,59,73.75,7.8,31.4,32,1,0,0,0,1,10,0.1,2.1,NA,NA
2018,18085,Arlington,334,3,13,Sunburst,1,Current,12.2,11.8,86.01,5784.1725,56.3,70.375,7.5,30.2,33,1,0,0,0,3,10,0.3,2.4,NA,NA
2018,18085,Arlington,414,4,13,Sunburst,1,Current,11.91,11.7,84.06,5653.035,57.7,72.125,7.3,29.3,32,1,0,0,0,1,10,0.1,2.2,NA,NA
2018,18085,Arlington,118,1,13,Sunburst,2,MidLevel,15.59,12.5,109.04,7332.94,61.4,76.75,8.3,33,29,1,0,0,0,0,0,0,0.87,NA,NA
2018,18085,Arlington,242,2,13,Sunburst,2,MidLevel,14.06,12.3,98.56,6628.16,61.5,76.875,7.7,30.8,32,1,0,0,0,0,0,0,1.1,NA,NA
2018,18085,Arlington,303,3,13,Sunburst,2,MidLevel,16.08,12.6,112.34,7554.865,60.7,75.875,7.8,31.4,33,1,0,0,0,0,0,0,0.87,NA,NA
2018,18085,Arlington,421,4,13,Sunburst,2,MidLevel,15.96,12.5,111.63,7507.1175,61.9,77.375,8.3,33.2,33,1,0,0,0,1,5,0.05,1.2,NA,NA
2018,18085,Arlington,135,1,13,Sunburst,3,HighLevel,15.84,12.6,110.66,7441.885,62.3,77.875,8.4,33.6,29,1,0,0,0,1,1,0.01,0.55,NA,NA
2018,18085,Arlington,212,2,13,Sunburst,3,HighLevel,15.87,12.9,110.49,7430.4525,62,77.5,8,31.9,32,1,0,0,0,1,1,0.01,1.3,NA,NA
2018,18085,Arlington,322,3,13,Sunburst,3,HighLevel,15.04,13.3,104.23,7009.4675,58.7,73.375,8.2,32.8,31,1,0,0,0,1,5,0.05,1.2,NA,NA
2018,18085,Arlington,441,4,13,Sunburst,3,HighLevel,16.01,12.6,111.85,7521.9125,60.9,76.125,8.6,34.3,31,1,0,0,0,1,5,0.05,1.2,NA,NA
2018,18085,Arlington,110,1,14,Whale,1,Current,13.16,11.4,93.2,6267.7,56,70,8,32.1,35,1,0,0,0,1,10,0.1,2.5,NA,NA
2018,18085,Arlington,220,2,14,Whale,1,Current,15.2,11.9,107.04,7198.44,56.2,70.25,8.6,34.2,35,1,0,0,0,3,5,0.15,1.1,NA,NA
2018,18085,Arlington,331,3,14,Whale,1,Current,14.38,11.5,101.73,6841.3425,56.1,70.125,8.2,32.7,36,1,0,0,0,5,10,0.5,3.1,NA,NA
2018,18085,Arlington,402,4,14,Whale,1,Current,12.92,11.4,91.5,6153.375,52.5,65.625,8,32.2,36,1,0,0,0,5,15,0.75,2.9,NA,NA
2018,18085,Arlington,121,1,14,Whale,2,MidLevel,15.59,11.9,109.79,7383.3775,59,73.75,8.9,35.5,32,1,0,0,0,1,5,0.05,1.1,NA,NA
2018,18085,Arlington,235,2,14,Whale,2,MidLevel,15.91,12,111.91,7525.9475,58.5,73.125,8.4,33.6,36,1,0,0,0,1,1,0.01,1.5,NA,NA
2018,18085,Arlington,312,3,14,Whale,2,MidLevel,15.36,12,108.05,7266.3625,58.8,73.5,8.5,33.9,36,1,0,0,0,1,5,0.05,1.2,NA,NA
2018,18085,Arlington,419,4,14,Whale,2,MidLevel,16.69,11.9,117.53,7903.8925,58.7,73.375,8.5,33.9,35,1,0,0,0,1,10,0.1,1.2,NA,NA
2018,18085,Arlington,140,1,14,Whale,3,HighLevel,15.46,12.2,108.5,7296.625,58.5,73.125,7.7,30.7,34,1,0,0,0,1,1,0.01,1.6,NA,NA
2018,18085,Arlington,207,2,14,Whale,3,HighLevel,16.88,12.2,118.47,7967.1075,58.7,73.375,8.2,32.9,35,1,0,0,0,1,10,0.1,1.5,NA,NA
2018,18085,Arlington,320,3,14,Whale,3,HighLevel,15.69,11.9,110.49,7430.4525,57.4,71.75,8.4,33.6,36,1,0,0,0,1,1,0.01,1.4,NA,NA
2018,18085,Arlington,442,4,14,Whale,3,HighLevel,15.41,12.1,108.27,7281.1575,58.7,73.375,8.2,32.8,35,1,0,0,0,1,10,0.1,2,NA,NA
2019,19084,Arlington,113,1,1,SRW9606,1,Current,12.22,14.4,83.61,5622.7725,51.8,64.75,8,32,32,1,0,0,0,3,25,0.75,2,NA,NA
2019,19084,Arlington,236,2,1,SRW9606,1,Current,13.39,15.4,90.55,6089.4875,50.7,63.375,8.2,32.7,35,1,0,0,0,3,25,0.75,0.76,NA,NA
2019,19084,Arlington,315,3,1,SRW9606,1,Current,12.84,15.4,86.83,5839.3175,51.1,63.875,8.5,33.9,35,1,0,0,0,3,15,0.45,0.99,NA,NA
2019,19084,Arlington,437,4,1,SRW9606,1,Current,14.14,15.1,95.96,6453.31,51.6,64.5,8.6,34.5,33,1,0,0,0,3,10,0.3,1.9,NA,NA
2019,19084,Arlington,126,1,1,SRW9606,2,MidLevel,15.03,14.7,102.48,6891.78,55.2,69,9.3,37.2,35,1,0,0,0,1,5,0.05,0.45,NA,NA
2019,19084,Arlington,208,2,1,SRW9606,2,MidLevel,15.75,15.6,106.26,7145.985,53.3,66.625,9,36.2,35,1,0,0,0,1,5,0.05,0.53,NA,NA
2019,19084,Arlington,309,3,1,SRW9606,2,MidLevel,15.8,15.3,106.97,7193.7325,53.6,67,8.3,33.3,35,1,0,0,0,1,10,0.1,0.35,NA,NA
2019,19084,Arlington,416,4,1,SRW9606,2,MidLevel,13.36,15.6,90.13,6061.2425,54.2,67.75,9.9,39.4,33,1,0,0,0,0,0,0,0.42,NA,NA
2019,19084,Arlington,140,1,1,SRW9606,3,HighLevel,16.88,14.9,114.82,7721.645,55.9,69.875,8.9,35.5,36,1,0,0,0,1,1,0.01,0.65,NA,NA
2019,19084,Arlington,226,2,1,SRW9606,3,HighLevel,16.6,14.8,113.05,7602.6125,55.5,69.375,8.3,33.2,35,1,0,0,0,0,0,0,0.95,NA,NA
2019,19084,Arlington,331,3,1,SRW9606,3,HighLevel,14.75,15.1,100.1,6731.725,55.4,69.25,8.9,35.6,33,1,0,0,0,1,1,0.01,0.14,NA,NA
2019,19084,Arlington,407,4,1,SRW9606,3,HighLevel,15.12,14.4,103.46,6957.685,56.2,70.25,9.1,36.4,35,1,0,0,0,0,0,0,0.52,NA,NA
2019,19084,Arlington,103,1,2,FS624,1,Current,11.23,15.1,76.21,5125.1225,51.9,64.875,8.6,34.2,35,1,0,0,0,5,15,0.75,2.7,NA,NA
2019,19084,Arlington,240,2,2,FS624,1,Current,13.66,14.8,93.03,6256.2675,52.6,65.75,8.4,33.7,37,1,0,0,0,5,10,0.5,2.1,NA,NA
2019,19084,Arlington,316,3,2,FS624,1,Current,12.89,15.6,86.96,5848.06,52,65,9.1,36.5,36,1,0,0,0,3,15,0.45,0.85,NA,NA
2019,19084,Arlington,434,4,2,FS624,1,Current,13.3,15.1,90.26,6069.985,53.4,66.75,9.2,36.8,38,1,0,0,0,3,15,0.45,3,NA,NA
2019,19084,Arlington,115,1,2,FS624,2,MidLevel,15.15,16.1,101.6,6832.6,54.3,67.875,10.3,41,36,1,0,0,0,1,5,0.05,0.61,NA,NA
2019,19084,Arlington,214,2,2,FS624,2,MidLevel,16.62,15.6,112.13,7540.7425,56,70,10.5,41.9,37,1,0,0,0,1,1,0.01,0.53,NA,NA
2019,19084,Arlington,302,3,2,FS624,2,MidLevel,16.15,16.5,107.79,7248.8775,54.9,68.625,9.8,39.4,37,1,0,0,0,1,10,0.1,0.34,NA,NA
2019,19084,Arlington,421,4,2,FS624,2,MidLevel,15.5,15.3,104.94,7057.215,55.9,69.875,9.8,39.3,36,1,0,0,0,0,0,0,0.4,NA,NA
2019,19084,Arlington,139,1,2,FS624,3,HighLevel,18.37,16.9,122.02,8205.845,55.9,69.875,10,39.8,38,1,0,0,0,0,0,0,0.74,NA,NA
2019,19084,Arlington,218,2,2,FS624,3,HighLevel,17.54,16.2,117.49,7901.2025,56.5,70.625,10.1,40.6,38,1,0,0,0,0,0,0,0.42,NA,NA
2019,19084,Arlington,336,3,2,FS624,3,HighLevel,16.25,16.8,108.07,7267.7075,55.3,69.125,10.2,40.9,35,1,0,0,0,0,0,0,0.44,NA,NA
2019,19084,Arlington,412,4,2,FS624,3,HighLevel,15.78,15.6,106.46,7159.435,57.7,72.125,10.8,43.1,33,1,0,0,0,0,0,0,0.24,NA,NA
2019,19084,Arlington,106,1,3,KF 15241,1,Current,12.7,15.5,85.78,5768.705,55,68.75,7.9,31.4,36,1,0,0,0,3,10,0.3,0.22,NA,NA
2019,19084,Arlington,235,2,3,KF 15241,1,Current,14.23,15.2,96.46,6486.935,55.6,69.5,8.3,33.1,40,1,0,0,0,1,1,0.01,0.19,NA,NA
2019,19084,Arlington,324,3,3,KF 15241,1,Current,13.43,15.7,90.5,6086.125,54.2,67.75,7.8,31,39,1,0,0,0,1,5,0.05,0.51,NA,NA
2019,19084,Arlington,441,4,3,KF 15241,1,Current,14.76,15.2,100.05,6728.3625,55,68.75,7.6,30.3,42,1,0,0,0,1,10,0.1,0.71,NA,NA
2019,19084,Arlington,125,1,3,KF 15241,2,MidLevel,14.57,15.9,97.95,6587.1375,56.8,71,7.9,31.7,36,1,0,0,0,0,0,0,0.11,NA,NA
2019,19084,Arlington,202,2,3,KF 15241,2,MidLevel,14.52,16.1,97.38,6548.805,55.9,69.875,7.8,31.2,38,1,0,0,0,0,0,0,0.05,NA,NA
2019,19084,Arlington,303,3,3,KF 15241,2,MidLevel,14.88,16.1,99.79,6710.8775,56.4,70.5,8.2,32.8,39,1,0,0,0,0,0,0,0.08,NA,NA
2019,19084,Arlington,424,4,3,KF 15241,2,MidLevel,15.07,15.8,101.43,6821.1675,55.9,69.875,8.3,33.2,40,1,0,0,0,0,0,0,0.18,NA,NA
